,0,1,2,3,4,5,6,7,8,9
0,34.81,9.0,17.64,2.25,25.031580054003786,35.0442120756053,12.515790027001893,17.819090885901,6.3639610306789285,8.909545442950499
1,47.61000000000001,9.610000000000001,24.010000000000005,2.25,30.250028099160506,47.81456054383435,14.637110370561533,21.481904012447316,6.576093065034892,10.39446968344225
2,43.559999999999995,8.41,21.159999999999997,1.6900000000000002,27.068047583821038,42.93552375364716,12.133952365161155,18.865608922057085,5.331585130146569,8.456997102991108
3,21.159999999999997,10.240000000000002,1.9599999999999997,0.04000000000000001,20.81722363813196,9.10753534168273,1.3010764773832475,6.3356767594314665,0.9050966799187811,0.39597979746446665
4,36.0,4.840000000000001,16.0,1.0,18.667619023324857,33.941125496954285,8.485281374238571,12.445079348883239,3.1112698372208096,5.656854249492381
5,22.090000000000003,10.240000000000002,1.6900000000000002,0.04000000000000001,21.269771978091356,8.640844866099613,1.3293607486307097,5.883128419472077,0.9050966799187811,0.36769552621700474
6,42.25,9.0,33.64,4.840000000000001,27.577164466275356,53.31585130146569,20.223253941935265,24.607315985291855,9.333809511662428,18.045365055880694
7,33.64,7.290000000000001,26.009999999999998,3.61,22.14658438676267,41.832437174996144,15.584633457351506,19.47372075387752,7.254915574973978,13.703729419395291
8,44.89,9.610000000000001,31.359999999999996,5.76,29.373215690489186,53.06129286023853,22.74055408295937,24.55074744279693,10.521748904055828,19.007030278294398
9,44.89,6.25,33.64,3.24,23.688077169749345,54.95633903381848,17.05541556221953,20.506096654409877,6.3639610306789285,14.764389591175112
10,26.009999999999998,13.690000000000001,2.25,0.16000000000000003,26.686209921980304,10.818733752154177,2.884995667241114,7.848885271170678,2.093036072312181,0.8485281374238571
11,26.009999999999998,14.44,2.25,0.09,27.407458838790582,10.818733752154177,2.1637467504308354,8.061017305526642,1.6122034611053284,0.6363961030678928
12,32.49,9.0,17.64,1.44,24.183051916579927,33.8562726832119,9.67322076663197,17.819090885901,5.091168824543143,7.1276363543603996
13,37.209999999999994,9.0,24.010000000000005,3.24,25.88010819142764,42.270843379331815,15.528064914856586,20.788939366884502,7.636753236814714,12.4733636201307
14,24.010000000000005,9.610000000000001,2.25,0.010000000000000002,21.481904012447316,10.39446968344225,0.6929646455628167,6.576093065034892,0.4384062043356595,0.21213203435596428
15,25.0,11.559999999999999,2.5600000000000005,0.16000000000000003,24.041630560342615,11.313708498984761,2.8284271247461903,7.693321779309638,1.9233304448274096,0.9050966799187811
16,25.0,11.559999999999999,2.25,0.04000000000000001,24.041630560342615,10.606601717798213,1.4142135623730951,7.212489168102785,0.9616652224137048,0.42426406871192857
17,32.49,7.839999999999999,16.81,1.6900000000000002,22.570848455474597,33.05017095265923,10.479322497184635,16.235171696043132,5.147737367038066,7.537758287448597
