,0,1,2,3,4,5,6,7,8,9
0,0.5464678178963893,0.14128728414442698,0.2769230769230769,0.035321821036106746,0.39296044040822264,0.5501446165715117,0.19648022020411132,0.2797345507990738,0.09990519671395491,0.13986727539953686
1,0.5703162434115956,0.11511739338763777,0.28761379971250606,0.02695256348826066,0.36236257905079666,0.5727666572093237,0.17533673179877254,0.2573299474418701,0.07877447370669492,0.12451449069767907
2,0.5821972734562951,0.1124031007751938,0.28281208233092753,0.022587543437583537,0.36177556246753595,0.5738508921898846,0.16217525214061956,0.25214660414404017,0.07125882291027225,0.11303123634043183
3,0.6335329341317365,0.30658682634730544,0.05868263473053892,0.0011976047904191619,0.6232701688063461,0.27268069885277635,0.03895438555039663,0.18969092094106188,0.02709870299158027,0.011855682558816368
4,0.6224066390041494,0.08367911479944676,0.276625172890733,0.017289073305670814,0.3227458337365985,0.5868106067938154,0.14670265169845384,0.21516388915773232,0.05379097228943308,0.09780176779896924
5,0.6485613623018203,0.30064591896652965,0.049618320610687015,0.0011743981209630064,0.6244795061095523,0.2536947993570056,0.03902996913184702,0.17272837403030167,0.026573596004661797,0.010795523376893853
6,0.4708570154909172,0.10030090270812436,0.3749024852334782,0.05393959656748022,0.3073349433442032,0.5941808904654596,0.22537895845241573,0.27423733406098133,0.10402105774726879,0.2011073783113863
7,0.4768249468462084,0.10333097094259393,0.3686746987951807,0.05116938341601701,0.31391331519153326,0.5929473731395627,0.22090196254219002,0.27602722542703784,0.10283367221791606,0.19424138085606366
8,0.4899585243396638,0.10488976206068545,0.34228334424798074,0.06286836935166994,0.3205982939367953,0.5791453051761464,0.24820513078977702,0.267962753141202,0.11484117991765802,0.20745503468996285
9,0.5099977277891388,0.07100658941149737,0.3821858668484435,0.03680981595092024,0.26912153112644105,0.6243619522133432,0.19376750241103757,0.23297087769154595,0.07230130686979014,0.1677390319379131
10,0.6176680123486108,0.32510092614580866,0.053431488957492286,0.003799572548088341,0.633726191450494,0.2569160235610111,0.06851093961626963,0.18639005630896885,0.04970401501572502,0.020150276357726364
11,0.6078523019397055,0.3374620238373452,0.052582379060528164,0.0021032951624211263,0.6405108398876042,0.2528332262714227,0.05056664525428454,0.188385541143413,0.0376771082286826,0.014872542721848396
12,0.5364041604754829,0.14858841010401186,0.29123328380386326,0.023774145616641897,0.39925791508304315,0.5589610811162604,0.15970316603321724,0.29419004269276866,0.08405429791221962,0.11767601707710745
